@relation 'MLC'

@attribute F1_MINIMUM_GYR_X numeric
@attribute F2_MAXIMUM_GYR_X numeric
@attribute F3_VARIANCE_GYR_X numeric
@attribute F4_PEAK_TO_PEAK_GYR_X numeric
@attribute F5_ABS_MEAN_GYR_V numeric
@attribute F6_ENERGY_GYR_X numeric
@attribute F7_MAXIMUM_ACC_Y numeric
@attribute F8_MAXIMUM_ACC_X numeric
@attribute F9_MAXIMUM_ACC_Z numeric
@attribute F10_MEAN_ACC_Z numeric
@attribute F11_MEAN_ACC_Y numeric
@attribute F12_ABS_MINIMUM_ACC_V numeric
@attribute F13_ENERGY_ACC_Y numeric
@attribute F14_MINIMUM_ACC_Y numeric
@attribute F15_ENERGY_ACC_X numeric
@attribute class {Static, Screwdriving-Correct, Screwdriving-Incorrect, Snipping-Correct, Snipping-Incorrect}

@data
-0.0744629, 0.0512695, 0.000373363, 0.125732, 0.0187988, 0.0302734, -0.93457, 0.303223, 0.0280151, 0.0152283, -0.943848, 0.979492, 72.8125, -0.970703, 6.9375, Static
-0.0360107, 0.0341797, 0.000197172, 0.0701904, 0.0162354, 0.0160675, -0.933594, 0.303223, 0.0250244, 0.016098, -0.944336, 0.978027, 72.9375, -0.963379, 7.12891, Static
-0.0231934, 0.032959, 0.000145316, 0.0561523, 0.0153732, 0.0117874, -0.931641, 0.304199, 0.0270386, 0.016922, -0.943848, 0.977051, 72.9375, -0.963379, 7.19531, Static
-0.0402832, 0.0421143, 0.00022006, 0.0823975, 0.0160522, 0.0178375, -0.929688, 0.304199, 0.0300293, 0.0209503, -0.944336, 0.975586, 72.6875, -0.963379, 7.19922, Static
-0.022583, 0.0274658, 0.0001297, 0.0500488, 0.0137482, 0.0106583, -0.933594, 0.306152, 0.0289917, 0.021225, -0.941406, 0.979492, 72.75, -0.95752, 7.34375, Static
-0.0317383, 0.0366211, 0.0002141, 0.0683594, 0.0157013, 0.0173645, -0.93457, 0.309326, 0.0310059, 0.0227661, -0.940918, 0.97998, 72.1875, -0.955566, 7.53125, Static
-4.49219, 2.29883, 2.62695, 6.79297, 1.56934, 214.875, 0.584473, 0.94873, 0.933594, 0.667969, -0.0720825, 0.705078, 5.88672, -0.655273, 46.25, Screwdriving-Correct
-8.40625, 4.125, 11.3984, 12.5313, 3.13867, 924, 1.15332, 1.10742, 0.890625, 0.48999, 0.056427, 0.674316, 17.25, -0.890625, 58.9375, Screwdriving-Correct
-8.92188, 6.125, 12.9063, 15.0469, 3.45703, 1060, 1.50684, 1.25684, 0.825684, 0.4646, -0.00495911, 0.693359, 23.25, -0.977539, 63.9688, Screwdriving-Correct
-9.1875, 6.00781, 16.3438, 15.1953, 3.83398, 1338, 1.33203, 1.24512, 0.764648, 0.419434, 0.136963, 0.835449, 34.1875, -0.862305, 67.3125, Screwdriving-Correct
-7.78125, 6.34375, 12.9063, 14.125, 3.53125, 1071, 1.39063, 1.40625, 0.904785, 0.38623, 0.170654, 0.801758, 24.9219, -0.945801, 65.8125, Screwdriving-Correct
-5.71875, 6.71484, 9.85938, 12.4375, 3.125, 804.5, 1.11621, 1.21484, 0.98584, 0.335205, 0.294922, 0.795898, 22.4844, -0.566406, 64.3125, Screwdriving-Correct
-9.35156, 6.14063, 11.9219, 15.4922, 3.2168, 969, 1.53613, 1.21484, 1.0498, 0.386719, 0.327393, 0.787109, 28.125, -0.505371, 60.8438, Screwdriving-Correct
-9.10156, 5.28516, 14.6797, 14.3906, 3.73242, 1191, 1.47852, 1.25195, 0.783691, 0.44458, 0.230713, 0.786621, 34.5, -1.08789, 60.0625, Screwdriving-Correct
-9.07813, 6.80469, 18.2813, 15.8828, 4.25391, 1493, 2.17188, 1.42285, 1.10742, 0.421387, 0.132202, 0.79834, 46.4375, -1.15625, 65.6875, Screwdriving-Correct
-10.8359, 5.99609, 14.3125, 16.8438, 3.58984, 1173, 2.66211, 1.5, 0.905762, 0.394287, 0.0296631, 0.80957, 44.6875, -1.3252, 71.5625, Screwdriving-Correct
-4.54297, 4.17969, 5.07422, 8.72656, 2.45898, 411.25, 0.802734, 1.01367, 0.769531, 0.500488, 0.260254, 0.864746, 11.2891, -0.38916, 56.625, Screwdriving-Correct
-4.62891, 5.83594, 8.27344, 10.4688, 2.83984, 672.5, 1.07617, 1.0957, 0.727539, 0.447266, 0.185059, 0.882324, 14.3906, -0.645508, 62.875, Screwdriving-Correct
-5.93359, 8.40625, 13.2891, 14.3438, 3.72266, 1077, 1.55273, 1.25098, 0.963379, 0.401611, 0.137695, 0.86377, 34.6875, -0.906738, 67.5, Screwdriving-Correct
-7.26953, 9.82031, 16.8281, 17.0938, 3.91992, 1364, 1.49219, 1.35352, 0.992676, 0.400146, 0.169189, 0.684082, 41.5313, -1.86523, 65.75, Screwdriving-Correct
-4.86328, 3.86523, 7.71875, 8.73438, 2.90234, 631.5, 0.870605, 1.13379, 0.776367, 0.543945, 0.0845947, 0.721191, 16.4375, -0.733398, 57.2188, Screwdriving-Correct
-3.86719, 3.57813, 4.40234, 7.44531, 2.25195, 357, 0.622559, 0.997559, 0.784668, 0.61084, 0.0754395, 0.757324, 7.15625, -0.54834, 48.7813, Screwdriving-Correct
-5.05859, 3.93555, 4.50781, 9, 2.2207, 365.25, 0.622559, 1.0127, 0.850586, 0.635254, 0.0487061, 0.80127, 7.50391, -0.749512, 48.3125, Screwdriving-Correct
-4.59766, 3.50391, 5.28125, 8.10156, 2.33203, 434, 0.777344, 1.0459, 0.922363, 0.614746, 0.0405884, 0.791016, 9.58594, -0.789551, 50.7188, Screwdriving-Correct
-5.76563, 4.34375, 6.17578, 10.1094, 2.60156, 505.5, 0.830566, 0.976563, 0.961426, 0.638672, 0.0157776, 0.797852, 13.7734, -0.724609, 47.5625, Screwdriving-Correct
-4.94922, 10.7188, 14.0469, 15.6719, 3.62109, 1142, 2.0293, 1.29492, 1.07227, 0.434082, 0.0560303, 0.787109, 28.0156, -1.06836, 65.75, Screwdriving-Correct
-6.01172, 6.84766, 14.875, 12.8594, 4.14844, 1209, 1.20215, 1.16992, 0.758301, 0.414795, 0.116638, 0.793945, 23.2188, -0.69043, 68.5, Screwdriving-Correct
-7.1875, 7.28906, 17.625, 14.4766, 4.42188, 1430, 1.51953, 1.15625, 0.790527, 0.378418, 0.127563, 0.765625, 30, -0.845703, 67.8125, Screwdriving-Correct
-5.89063, 7.17969, 10.5, 13.0703, 3.41016, 853, 1.55859, 1.1875, 0.98584, 0.485352, 0.16333, 0.762695, 25.9844, -0.583496, 61.0625, Screwdriving-Correct
-8.41406, 7.49219, 16.5, 15.9063, 4.10938, 1337, 1.29199, 1.25, 1.08105, 0.384521, 0.260254, 0.762207, 33.2813, -0.772461, 67.375, Screwdriving-Correct
-6.00781, 4.39063, 7.67969, 10.3984, 3.12695, 622.5, 1.12598, 1.24316, 1.00977, 0.636719, 0.0225067, 0.679199, 21.3594, -1.4541, 47.9375, Screwdriving-Correct
-5.41406, 5.5625, 9.85156, 10.9766, 3.43359, 799.5, 0.921387, 1.04395, 1.01758, 0.641602, 0.0614929, 0.730469, 17.8125, -0.982422, 47.625, Screwdriving-Correct
-7.08984, 5.86719, 9.54688, 12.9609, 3.47656, 777, 1.30176, 1.13965, 1.17285, 0.62207, 0.0794678, 0.807617, 26.375, -1.29297, 48.125, Screwdriving-Correct
-5.28516, 6.66797, 9.25781, 11.9531, 3.28516, 759.5, 1.26953, 1.05078, 1.12988, 0.643066, 0.112976, 0.726563, 23.5781, -1.47852, 47.125, Screwdriving-Correct
-5.375, 7.5, 15.6563, 12.875, 4.41016, 1277, 1.15723, 1.1875, 1.12598, 0.453369, 0.149048, 0.714844, 28.1719, -1.23828, 65.9375, Screwdriving-Correct
-5.03125, 7.99219, 9.05469, 13.0234, 3.28711, 743.5, 1.49316, 1.31152, 1.09766, 0.588867, 0.194702, 0.686523, 28.2656, -0.915527, 49.5313, Screwdriving-Correct
-3.28906, 5.61328, 3.40625, 8.90625, 1.96582, 276.25, 1.48828, 1.09668, 1.31543, 0.701172, 0.164063, 0.76123, 15.5938, -0.660645, 39.375, Screwdriving-Correct
-4.29688, 5.75781, 8.60156, 10.0547, 3.38672, 699, 1.53613, 1.07617, 0.84375, 0.603516, 0.172363, 0.795898, 26.8125, -0.782715, 50.375, Screwdriving-Correct
-4.63672, 5.58594, 8.8125, 10.2266, 3.39844, 725.5, 1.45996, 1.05762, 0.921387, 0.615234, 0.198364, 0.765137, 25.7344, -0.588379, 46.375, Screwdriving-Correct
-3.4375, 6.51953, 1.88281, 9.96094, 0.908203, 153.125, 1.67383, 0.970703, 0.924805, 0.774414, 0.226318, 0.806641, 17.5, -0.727539, 28.6719, Screwdriving-Correct
-1.29199, 1.55469, 0.32959, 2.84766, 0.759277, 26.7813, 0.187134, 0.696289, 1.0459, 0.839844, -0.102844, 0.79834, 1.79883, -0.418213, 23.7344, Screwdriving-Incorrect
-1.6709, 1.02637, 0.307861, 2.69727, 0.91748, 25, 0.193115, 0.696289, 1.13965, 0.864258, -0.106201, 0.643555, 3.31445, -0.678223, 20.0469, Screwdriving-Incorrect
-2.51563, 1.6709, 0.888672, 4.1875, 1.5332, 72.375, 0.434326, 0.683594, 1.21973, 0.893555, -0.114197, 0.657227, 5.80859, -0.642578, 14.2734, Screwdriving-Incorrect
-2.69141, 1.32324, 0.551758, 4.01563, 1.10449, 45.2813, 0.2771, 0.945801, 1.24609, 0.893066, -0.185913, 0.662109, 5.32422, -0.710449, 14.7969, Screwdriving-Incorrect
-1.41699, 1.06543, 0.359863, 2.48242, 0.946289, 29.5781, 0.0950317, 0.553223, 1.09375, 0.919922, -0.163696, 0.789063, 3.59375, -0.530273, 11.3672, Screwdriving-Incorrect
-1.52637, 0.908691, 0.344971, 2.43555, 0.869141, 28.125, 0.194092, 0.594238, 1.15918, 0.918457, -0.139282, 0.844238, 3.1582, -0.520508, 12.3281, Screwdriving-Incorrect
-1.37793, 0.836426, 0.268066, 2.21484, 0.862793, 21.9375, 0.106079, 0.63623, 1.20703, 0.913574, -0.134033, 0.768555, 2.67969, -0.39624, 11.6641, Screwdriving-Incorrect
-1.97754, 0.974609, 0.28833, 2.95313, 0.955566, 23.5938, 0.217163, 0.535156, 1.20898, 0.92627, -0.0933228, 0.806641, 3.32422, -0.563477, 10.3359, Screwdriving-Incorrect
-1.06641, 0.933105, 0.202026, 2, 0.76709, 16.8125, 0.172119, 0.54248, 1.15137, 0.905273, -0.134399, 0.738281, 2.83398, -0.41626, 11.6641, Screwdriving-Incorrect
-1.92188, 1.35352, 0.540527, 3.27539, 1.06641, 44.4688, 0.241211, 0.649414, 1.25586, 0.956055, -0.122498, 0.685547, 3.24219, -0.491211, 8.17969, Screwdriving-Incorrect
-1.4043, 1.07715, 0.278809, 2.48242, 0.938965, 23.0781, 0.182129, 0.377197, 1.15332, 0.953125, -0.136353, 0.864746, 3.11914, -0.452393, 6.83594, Screwdriving-Incorrect
-2.86914, 1.55078, 0.607422, 4.42188, 1.34961, 49.2188, 0.959473, 0.911621, 1.22363, 0.944336, -0.0982666, 0.626465, 8.625, -0.6875, 10.6094, Screwdriving-Incorrect
-1.23145, 1.79395, 0.405518, 3.02539, 1.15625, 32.875, 0.246216, 0.674316, 1.26953, 0.942383, -0.106689, 0.507813, 3.45703, -0.457275, 10.1328, Screwdriving-Incorrect
-1.30176, 1.00098, 0.2771, 2.30273, 1.23242, 22.4688, 0.244141, 0.51709, 1.2207, 0.956055, -0.142212, 0.680664, 4.97656, -0.596191, 8.44531, Screwdriving-Incorrect
-1.17285, 1.08301, 0.270508, 2.25586, 1.42676, 21.9531, 0.366211, 0.521484, 1.30176, 0.973633, -0.157959, 0.670898, 4.58594, -0.638184, 6.86719, Screwdriving-Incorrect
-1.46582, 1.53418, 0.395752, 3, 1.48535, 32.5, 0.309326, 0.532227, 1.20801, 0.947754, -0.175537, 0.577148, 7.59375, -0.735352, 9.71094, Screwdriving-Incorrect
-1.27051, 1.72656, 0.459473, 2.99805, 1.24414, 37.7813, 0.262207, 0.611328, 1.16895, 0.888184, -0.165527, 0.580566, 6.26953, -0.649414, 12.5625, Screwdriving-Incorrect
-1.56836, 1.10645, 0.445068, 2.67578, 1.30176, 36.2188, 0.981445, 0.95752, 1.34082, 0.932129, -0.0768433, 0.70459, 5.98047, -0.691406, 12.5078, Screwdriving-Incorrect
-2.62109, 1.31543, 0.609863, 3.9375, 1.35938, 49.5938, 0.480225, 0.890625, 1.20801, 0.938965, -0.0958862, 0.756836, 7.05859, -0.689453, 11.1797, Screwdriving-Incorrect
-1.7002, 1.47852, 0.444092, 3.17969, 1.24609, 37.2813, 0.51416, 0.861328, 1.2666, 0.949219, -0.086792, 0.633789, 4.94141, -0.709473, 11.1484, Screwdriving-Incorrect
-1.70313, 2.29688, 0.51416, 4, 1.1709, 42.5625, 0.300293, 0.685547, 1.27734, 0.916016, -0.176025, 0.631348, 5.89844, -0.573242, 11.4922, Screwdriving-Incorrect
-1.58789, 1.62695, 0.504395, 3.21484, 1.25293, 41.1563, 0.345215, 0.869629, 1.17285, 0.91748, -0.132324, 0.728027, 4.75391, -0.909668, 12.8203, Screwdriving-Incorrect
-1.30273, 0.947754, 0.217163, 2.25195, 0.795898, 17.6563, 0.211182, 0.852539, 1.15527, 0.898926, -0.120117, 0.773926, 2.78711, -0.555176, 12.5781, Screwdriving-Incorrect
-0.88623, 1.3623, 0.27124, 2.25, 0.737793, 22.0625, 0.18811, 0.775391, 1.12695, 0.897461, -0.125122, 0.816895, 2.38281, -0.352295, 17.6563, Screwdriving-Incorrect
-0.973145, 1.12598, 0.240845, 2.09961, 0.703613, 19.7188, 0.186157, 0.717285, 1.12598, 0.889648, -0.133667, 0.815918, 2.78125, -0.411377, 15.5469, Screwdriving-Incorrect
-0.541992, 0.776367, 0.0601196, 1.31836, 0.773926, 4.97656, 0.0800171, 0.368164, 1.13477, 0.950684, -0.155762, 0.866699, 2.77148, -0.418213, 5.48438, Screwdriving-Incorrect
-0.807617, 0.515625, 0.09375, 1.32324, 0.712402, 7.59766, 0.12915, 0.452393, 1.10059, 0.960938, -0.133179, 0.84668, 2.41211, -0.320313, 6.12109, Screwdriving-Incorrect
-0.632813, 0.756836, 0.0904541, 1.38965, 0.637695, 7.45313, 0.06604, 0.63623, 1.15137, 0.942871, -0.153809, 0.859863, 3.09766, -0.557129, 7.82422, Screwdriving-Incorrect
-1.03809, 1.01465, 0.213013, 2.05273, 0.942383, 17.3125, 0.131104, 0.616211, 1.11035, 0.899902, -0.153687, 0.744629, 3.44727, -0.473389, 14.2969, Screwdriving-Incorrect
-0.759766, 1.50977, 0.245972, 2.26953, 0.820313, 20.0313, 0.0870361, 0.524414, 1.125, 0.923828, -0.13916, 0.808594, 3.17383, -0.505371, 12.5781, Screwdriving-Incorrect
-2.11328, 1.49707, 0.631836, 3.61133, 1.41504, 51.3438, 1.06445, 0.854492, 1.3877, 0.916992, -0.127075, 0.688477, 14.0313, -1.00195, 14, Screwdriving-Incorrect
-1.94922, 1.12109, 0.32373, 3.07031, 1.41504, 26.3906, 0.664551, 0.751465, 1.37402, 0.936035, -0.114502, 0.706055, 10.2656, -0.648438, 15.1875, Screwdriving-Incorrect
-1.77051, 1.15137, 0.393799, 2.92188, 1.36035, 31.9844, 0.830566, 0.828613, 1.22852, 0.913574, -0.0631104, 0.615234, 10.5078, -0.597168, 13.3984, Screwdriving-Incorrect
-1.68262, 1.86426, 0.471924, 3.54688, 1.17969, 38.25, 0.678223, 0.900391, 1.26758, 0.902344, -0.147583, 0.762695, 8.10938, -0.694336, 16.4531, Screwdriving-Incorrect
-1.72656, 2.18555, 0.942871, 3.91211, 1.27832, 76.4375, 0.290283, 0.67334, 1.16113, 0.901367, -0.138428, 0.632813, 6.10938, -0.768555, 16.0781, Screwdriving-Incorrect
-1.19141, 2.06836, 0.567871, 3.25977, 1.12695, 46.125, 0.286133, 0.55957, 1.14551, 0.895996, -0.130737, 0.710938, 5.42969, -0.675293, 14.3516, Screwdriving-Incorrect
-1.39941, 1.22949, 0.308838, 2.62891, 0.91748, 27.3438, 0.201172, 0.693359, 1.10645, 0.852051, -0.277588, 0.785156, 12.2031, -0.733398, 13.7656, Screwdriving-Incorrect
-1.83105, 2.33008, 0.436768, 4.16406, 1.11523, 47.1563, 0.231201, 0.55957, 1.15039, 0.849609, -0.320068, 0.846191, 14.6172, -0.730469, 10.2656, Screwdriving-Incorrect
-0.990723, 0.641602, 0.192261, 1.63281, 0.802734, 18.5938, 0.376221, 0.553223, 1.125, 0.898926, -0.0317688, 0.755371, 3.39648, -0.523438, 15.7578, Screwdriving-Incorrect
-0.615723, 1.19238, 0.0811768, 1.80859, 0.675293, 7.20313, -0.0209961, 0.543457, 1.1084, 0.909668, -0.20813, 0.749023, 4.33203, -0.547363, 10.1406, Screwdriving-Incorrect
-0.854492, 0.548828, 0.0980225, 1.40332, 0.474609, 8.85156, 0.0180054, 0.158081, 1.08789, 0.989258, -0.185425, 0.841309, 3.69531, -0.428223, 0.516602, Screwdriving-Incorrect
-0.641113, 0.280273, 0.0523987, 0.921387, 0.44873, 4.78125, -0.773438, 0.42627, 0.118042, -0.00601196, -0.952148, 0.828613, 74.125, -1.08984, 5.98438, Snipping-Correct
-0.925293, 0.548828, 0.128418, 1.47461, 0.487305, 10.4297, -0.732422, 0.481201, 0.0770264, -0.0427551, -0.931641, 0.802734, 70.875, -1.05273, 10.1719, Snipping-Correct
-0.659668, 0.637695, 0.0761719, 1.29785, 0.375, 6.44141, -0.732422, 0.427246, 0.100037, -0.043335, -0.92627, 0.763184, 69.5, -1.05957, 9.35938, Snipping-Correct
-0.743652, 0.664551, 0.101929, 1.4082, 0.414063, 8.29688, -0.777344, 0.407227, 0.0680542, -0.0413513, -0.9375, 0.855957, 71.4375, -1.08301, 8.98438, Snipping-Correct
-0.717773, 0.687988, 0.0865479, 1.40625, 0.371094, 7.02344, -0.742676, 0.393311, 0.0810547, -0.0391541, -0.946289, 0.784668, 73.3125, -1.1875, 7.39844, Snipping-Correct
-0.583984, 0.556641, 0.0518494, 1.14063, 0.266846, 4.20313, -0.796387, 0.408203, 0.0600586, -0.0271606, -0.944336, 0.855957, 72.75, -1.11914, 8.4375, Snipping-Correct
-1.15039, 0.553711, 0.0894165, 1.7041, 0.383545, 7.36328, -0.840332, 0.398193, 0.125122, -0.0279083, -0.949219, 0.89209, 73.0625, -1.18555, 8.90625, Snipping-Correct
-0.663086, 0.631348, 0.065979, 1.29492, 0.365967, 5.39063, -0.775391, 0.401367, 0.11908, -0.0238647, -0.926758, 0.848145, 70.0625, -1.18555, 9.58594, Snipping-Correct
-1.03711, 0.554688, 0.0869141, 1.5918, 0.425537, 7.08594, -0.757324, 0.41626, 0.114075, -0.0218964, -0.929199, 0.833008, 70.375, -1.16406, 9.5, Snipping-Correct
-0.893555, 0.461426, 0.0767212, 1.35547, 0.534668, 6.40234, -0.830566, 0.376221, 0.270264, -0.0226898, -0.97168, 0.841797, 77, -1.10547, 2.81445, Snipping-Correct
-1.16504, 0.557129, 0.201172, 1.72266, 0.554199, 16.4688, -0.799316, 0.171143, 0.0740356, -0.140137, -0.97998, 0.816895, 78.9375, -1.13574, 0.518555, Snipping-Correct
-0.910645, 0.515137, 0.102783, 1.42578, 0.42627, 8.49219, -0.79834, 0.148071, -0.00500488, -0.189697, -0.969238, 0.826172, 76.125, -1.14453, 0.465088, Snipping-Correct
-0.996582, 0.702148, 0.0871582, 1.69922, 0.437988, 7.23047, -0.744629, 0.133057, -0.0300293, -0.192993, -0.97998, 0.793945, 78.5625, -1.12695, 0.45459, Snipping-Correct
-0.746582, 0.69873, 0.111084, 1.44531, 0.486816, 9.00781, -0.773438, 0.133057, 0.0300293, -0.173584, -0.983887, 0.795898, 78.8125, -1.16992, 0.302979, Snipping-Correct
-0.742676, 0.86377, 0.128174, 1.60645, 0.460205, 10.4531, -0.746582, 0.0960693, -0.0410156, -0.183472, -0.970703, 0.763184, 76.875, -1.20215, 0.140015, Snipping-Correct
-0.967285, 0.893066, 0.155396, 1.86035, 0.479492, 12.9063, -0.686523, 0.121094, -0.0150146, -0.180664, -0.986816, 0.718262, 80.25, -1.21777, 0.175293, Snipping-Correct
-0.693848, 0.63916, 0.0890503, 1.33301, 0.44458, 7.25, -0.710449, 0.0600586, 0.0420532, -0.147217, -0.960938, 0.730469, 76.25, -1.19141, 0.16394, Snipping-Correct
-0.303955, 0.349854, 0.00988007, 0.653809, 0.0969849, 0.845215, -0.887695, -0.0140381, -0.0630493, -0.13147, -0.98291, 0.904785, 78.375, -1.0791, 0.219849, Snipping-Correct
-1.47656, 0.744141, 0.215454, 2.2207, 0.616211, 18.2344, -0.784668, 0.231201, 0.121094, -0.0717163, -0.977539, 0.802734, 78, -1.12402, 1.59082, Snipping-Correct
-0.653809, 1.12598, 0.155518, 1.78027, 0.477783, 12.6797, -0.802734, 0.337158, 0.0960693, -0.0752563, -0.963867, 0.839844, 75.5625, -1.13867, 3.47461, Snipping-Correct
-1.03125, 0.634766, 0.104309, 1.66602, 0.344971, 8.5, -0.84375, 0.266113, 0.13208, -0.0414124, -0.968262, 0.861816, 76.5, -1.1416, 3.07227, Snipping-Correct
-0.969727, 0.766602, 0.167114, 1.73633, 0.402832, 13.6641, -0.816406, 0.317139, 0.192139, -0.040802, -0.966797, 0.829102, 76.375, -1.12891, 3.77734, Snipping-Correct
-0.519043, 0.670898, 0.0946655, 1.19043, 0.361328, 7.90625, -0.808594, 0.27124, 0.137085, -0.0347595, -0.97168, 0.830566, 76.6875, -1.16602, 4.02734, Snipping-Correct
-0.575684, 0.621582, 0.0747681, 1.19727, 0.297119, 6.06641, -0.825684, 0.28125, 0.0940552, -0.0262604, -0.962891, 0.873047, 75.4375, -1.05859, 4.10547, Snipping-Correct
-0.625, 0.418213, 0.0623169, 1.04395, 0.253906, 5.07031, -0.773438, 0.28125, 0.0469971, -0.0368042, -0.961426, 0.785156, 75, -1.09375, 4.06641, Snipping-Correct
-0.620117, 0.4646, 0.0806274, 1.08496, 0.290527, 6.73828, -0.833496, 0.308105, 0.0540161, -0.0717163, -0.967773, 0.864746, 75.8125, -1.09277, 3.86523, Snipping-Correct
-0.502441, 0.4646, 0.0537109, 0.967285, 0.256104, 4.36719, -0.84375, 0.2771, 0.0239868, -0.065979, -0.964355, 0.870117, 75.5, -1.06348, 4.00391, Snipping-Correct
-0.592285, 0.533691, 0.0606384, 1.12598, 0.257568, 4.91406, -0.844727, 0.286133, 0.0620117, -0.0640259, -0.966309, 0.866211, 75.875, -1.11621, 3.29883, Snipping-Correct
-0.659668, 0.631836, 0.0520935, 1.29199, 0.230713, 4.27344, -0.82373, 0.26123, -0.0090332, -0.0754395, -0.970703, 0.855957, 77.25, -1.14355, 2.91406, Snipping-Correct
-0.649902, 0.510742, 0.0775146, 1.16113, 0.290771, 6.34375, -0.84668, 0.263184, 0.0100098, -0.100891, -0.977051, 0.870605, 77.375, -1.11621, 2.85156, Snipping-Correct
-0.643555, 0.559082, 0.0653687, 1.20313, 0.293213, 5.40234, -0.841309, 0.290283, 0.135132, -0.0732422, -0.970703, 0.872559, 76.5625, -1.0918, 3.23047, Snipping-Correct
-0.429199, 0.336426, 0.0246735, 0.765625, 0.171509, 2.00977, -0.871582, 0.256104, -0.00299072, -0.0753174, -0.966797, 0.891602, 75.9375, -1.0459, 3.24023, Snipping-Correct
-0.440186, 0.365723, 0.0214844, 0.806152, 0.160156, 1.74414, -0.834473, 0.253174, -0.000976563, -0.059845, -0.963867, 0.864746, 75.4375, -1.08496, 3.57422, Snipping-Correct
-0.629883, 0.550781, 0.0551758, 1.18066, 0.228271, 4.58203, -0.879395, 0.240112, 0.0289917, -0.0658569, -0.968262, 0.88916, 76.25, -1.09277, 3.14063, Snipping-Correct
-0.631348, 0.558594, 0.0440979, 1.19043, 0.225708, 3.94141, -0.841309, 0.238159, 0.06604, -0.0244904, -0.976074, 0.864746, 77.5625, -1.05859, 2.87891, Snipping-Correct
-0.372314, 0.461426, 0.0435181, 0.833984, 0.223389, 3.5957, -0.885742, 0.241211, 0.135132, 0.0207214, -0.97998, 0.895996, 78.1875, -1.13281, 2.26758, Snipping-Correct
-0.95752, 0.275391, 0.0823975, 1.2334, 0.759277, 12.5391, -0.756348, 0.295166, 0.498291, 0.289063, -0.887695, 0.876953, 64.4375, -1.18359, 8.42969, Snipping-Incorrect
-0.601074, 0.490234, 0.0528564, 1.0918, 0.34375, 4.28906, -0.779297, 0.507324, 0.189087, 0.0184631, -0.89502, 0.890625, 65.3125, -1.00391, 14.5703, Snipping-Incorrect
-0.555664, 0.45166, 0.0591736, 1.00781, 0.375, 4.9375, -0.683594, 0.58252, 0.253174, 0.0497742, -0.857422, 0.824219, 60.0625, -1.02539, 20.0469, Snipping-Incorrect
-0.793457, 0.885254, 0.124939, 1.67871, 0.566895, 10.1328, -0.583496, 0.747559, 0.210205, 0.0325623, -0.785156, 0.858398, 50.7813, -1.03809, 28.4063, Snipping-Incorrect
-1.00098, 1.20898, 0.157104, 2.21094, 0.581055, 12.9141, -0.54248, 0.799316, 0.573242, 0.215942, -0.717285, 0.733887, 42.9375, -1.07813, 33.2188, Snipping-Incorrect
-1.64746, 1.22363, 0.316406, 2.87109, 0.88916, 25.6406, -0.459229, 0.82373, 0.730469, 0.240601, -0.800293, 0.665527, 53.4375, -1.11621, 24.9375, Snipping-Incorrect
-0.624512, 1.76367, 0.188232, 2.38867, 0.823242, 15.2656, -0.54248, 0.783691, 0.645508, 0.345703, -0.850586, 0.687988, 59.6875, -1.05078, 12.4141, Snipping-Incorrect
-0.649902, 0.883301, 0.0999756, 1.5332, 0.47583, 8.25781, -0.751465, 0.513184, 0.546387, 0.319336, -0.871094, 0.79834, 61.5625, -1.10449, 11.5938, Snipping-Incorrect
-0.639648, 0.834961, 0.139648, 1.47461, 0.522949, 11.4766, -0.654297, 0.575195, 0.558594, 0.283447, -0.85498, 0.726563, 59.9375, -1.04297, 14.1484, Snipping-Incorrect
-0.665527, 0.748535, 0.0683594, 1.41406, 0.585449, 5.73828, -0.589355, 0.776367, 0.378174, 0.0540161, -0.753418, 0.847168, 46.5313, -0.946777, 35.125, Snipping-Incorrect
-0.600098, 0.685059, 0.0726929, 1.28516, 0.45752, 5.94141, -0.589355, 0.72168, 0.203125, 0.0545654, -0.75293, 0.874023, 46.4063, -0.897461, 33.1563, Snipping-Incorrect
-0.461426, 0.78418, 0.100159, 1.24609, 0.574219, 8.17969, -0.629395, 0.70752, 0.42334, 0.10614, -0.856445, 0.836426, 59.9688, -1.10156, 20.8438, Snipping-Incorrect
-0.553223, 1.11914, 0.161011, 1.67285, 0.598633, 13.1797, -0.76123, 0.330322, 0.459229, 0.22937, -0.948242, 0.775879, 74, -1.23633, 3.70508, Snipping-Incorrect
-0.82959, 1.38379, 0.309326, 2.21484, 0.689453, 25.0938, -0.527344, 0.620605, 0.427246, 0.232056, -0.844238, 0.69873, 58.8438, -1.08887, 17.5, Snipping-Incorrect
-0.750977, 1.06836, 0.196655, 1.81934, 0.610352, 15.9453, -0.583496, 0.567383, 0.437256, 0.210693, -0.84668, 0.736816, 59.6875, -1.19531, 19.125, Snipping-Incorrect
-0.806152, 1.41113, 0.231079, 2.21875, 0.736328, 18.8125, -0.678223, 0.555176, 0.473389, 0.147095, -0.902344, 0.755371, 67.4375, -1.22754, 14.1563, Snipping-Incorrect
-0.875488, 1.03613, 0.187256, 1.91211, 0.723633, 15.2109, -0.597168, 0.771484, 0.328125, 0.112671, -0.779785, 0.822754, 50, -1.04492, 30.0625, Snipping-Incorrect
